generation,index,f0,f1,f2,f3,f4,f5,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,nd
0,0,2.510664551824326,4.282919360585123,1.0787282540145253,0.8967919562047246,1.9648556583949242,-4.113872595619601,0.771320643266746,0.0207519493594015,0.6336482349262754,0.7488038825386119,0.4985070123025904,0.22479664553084766,0.19806286475962398,0.7605307121989587,0.16911083656253545,0.08833981417401027,0
0,1,4.635624734127696,2.183580705585711,2.1476137269922004,0.9096027198567038,0.9215917127212074,-6.226022014270993,0.6853598183677972,0.9533933461949365,0.003948266327914451,0.5121922633857766,0.8126209616521135,0.6125260668293881,0.7217553174317995,0.29187606817063316,0.9177741225129434,0.7145757833976906,1
0,2,2.721202081636744,2.7404474519435196,0.8510134242134382,0.23082476679013206,0.860636109366826,-4.990377314846612,0.5425443680112613,0.14217004760152696,0.3733407600514692,0.6741336150663453,0.4418331744229961,0.4340139933332937,0.6177669784693172,0.5131382425543909,0.6503971819314672,0.6010389534045444,0
0,3,3.04079806758978,3.9172703059846334,1.3849161271884936,0.9790341867872069,1.8231522463859202,-4.561763880802573,0.8052231968327465,0.5216471523936341,0.9086488808086682,0.3192360889885453,0.09045934927090737,0.30070005663620336,0.11398436186354977,0.8286813263076767,0.04689631938924976,0.6262871483113925,0
0,4,3.440132165648005,3.041338072287875,1.4654336423079728,0.74073511896794,1.2660365956279076,-5.199397046680065,0.5475861559192435,0.8192869956700687,0.1989475396788123,0.8568503024577332,0.3516526394320879,0.7546476915298572,0.2959617068796787,0.8839364795611863,0.3255116378322488,0.16501589771914849,0
0,5,3.828333512553294,3.212234598628921,1.7993087840722004,1.0202840555911075,1.491259327110014,-5.308049456962185,0.3925292439465873,0.0934603745586503,0.8211056578369285,0.15115201964256386,0.3841144486921996,0.9442607122388011,0.9876254749018722,0.4563045470947841,0.8261228438427398,0.25137413420705934,0
0,6,2.743002385497749,3.7209046596953823,1.1124779540471574,0.7319535225965657,1.6014290911459736,-4.511048862901184,0.5973716482308843,0.9028317603316274,0.5345579488018151,0.5902013629854229,0.03928176722538734,0.3571817586345363,0.07961309015596418,0.30545991834281827,0.330719311982132,0.7738302962105958,0
0,7,3.114328417349946,3.6161775042647495,1.3647906890786465,0.8652529608073475,1.6157152325360487,-4.749075456542598,0.039959208689977266,0.42949217843163834,0.3149268718426883,0.6364911430675446,0.34634715008003303,0.04309735620499444,0.879915174517916,0.763240587143681,0.8780966427248583,0.41750914383926696,0
0,8,1.9288458391573322,3.9816633661710195,0.567050220910754,0.45525460266417583,1.5934589844175975,-3.9735912364931556,0.6055775643937568,0.5134666274082884,0.5978366479629736,0.2622156611319503,0.30087130894070724,0.025399782050106068,0.30306256065103476,0.24207587540352737,0.5575781886626442,0.5655070198881675,0
0,9,3.15462578724245,3.3512632935324014,1.3287851638149382,0.752944540387426,1.4271039169599138,-4.901681246855024,0.47513224741505056,0.2927979762895091,0.06425106069482445,0.9788191457576426,0.33970784363786366,0.4950486308824543,0.9770807259226818,0.4407738249006665,0.3182728054789512,0.5197969858753801,0
