generation,index,f0,f1,f2,f3,f4,f5,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,nd
0,0,4.405026176927145,2.580576105487432,2.0739136590672165,0.9928011412072882,1.1616886233473602,-5.912225035719856,0.8349816305020089,0.5965540269678873,0.2888632416912036,0.042951570694211405,0.9736543951062142,0.5964717040646884,0.7902631644187212,0.9103393812954528,0.6881544475917452,0.18999147338772315,1
0,1,4.506544857092564,1.757351653863484,1.9442465562852937,0.6319482554780239,0.5696499546707541,-6.37459660161454,0.9814789806272665,0.28474005001764857,0.6292731697490502,0.5810364787803565,0.5999122731322729,0.5352481053616507,0.9957771042185515,0.501946084696926,0.7710225764025075,0.49416177862830957,0
0,2,4.408074017367673,2.4587594545045723,2.0457453766518983,0.9334167359361225,1.0710880952203476,-5.974657281431551,0.9976744931721895,0.9786219213695594,0.3935680449666996,0.321925262792205,0.8621806511192496,0.7993248953689494,0.6914306327149987,0.4085178516582625,0.38976513267618007,0.13164839559325658,0
0,3,2.230879216351729,4.514650304760053,0.92682198845381,0.8727647605558915,2.068707532657973,-3.858114455795837,0.6254974877535642,0.08240137043864959,0.2745729886995335,0.6561170271226267,0.014676030285389996,0.8345321719828639,0.0723990780484588,0.5241208233008477,0.546550515530424,0.227246962633479,0
0,4,4.226168942842129,2.357135872927596,1.8839106753634955,0.7916524078848626,0.9493941404062296,-5.934516534957266,0.955978216328928,0.3409638508250339,0.504707440707279,0.8673836115505935,0.6569529498004621,0.3847224078070851,0.09627240786351077,0.9558056237042634,0.5895671339163542,0.5821628924537564,0
0,5,2.006728660653285,4.313663638642673,0.7084624051506321,0.6601961496479789,1.8619298941453255,-3.8465325110053072,0.5971452720324731,0.1488739332564516,0.5600486285340416,0.5631675203281493,0.5809881849278099,0.18494899508588236,0.7096189119492047,0.07002065566768567,0.32486493929954774,0.10685546992406025,0
0,6,2.64440228926136,3.3533439670684033,0.9466377087131208,0.4988731281648817,1.3011085476166424,-4.645529161096477,0.7480286937259553,0.5015740073630813,0.4663081036257394,0.07369337228915374,0.44209638427378195,0.2235110773275244,0.30297572661142746,0.39434800826251837,0.7066306487444366,0.7863631388728596,0
0,7,3.571938072804855,2.3394646274249102,1.388819711459869,0.4557013501148828,0.7725829887698967,-5.616236722689972,0.3568360952686016,0.6701298514673827,0.5102231199619769,0.6711452607295693,0.33033207135576526,0.8984195609438146,0.6627920103661366,0.19179734654823766,0.5751585251653577,0.74940288088313,0
0,8,3.873703601756779,2.226906276656302,1.5870042704816594,0.5503049392065402,0.7636056079314211,-5.823398662550238,0.7799253283725511,0.4377315633327238,0.27831268478565063,0.6160240831955066,0.7299013392874861,0.5072351464800304,0.18460784299851174,0.6142941478664415,0.7603520680306871,0.9150144582006495,0
0,9,5.4546426278845725,1.548868972658064,2.6031992140779456,1.0017558002713183,0.650312386464691,-6.952886827613254,0.994448831659649,0.368279249567819,0.8055951101944674,0.6895361013014285,0.9729364618467076,0.5087678736971596,0.8606415080798312,0.504046329122597,0.28825274862633854,0.9603826135172568,1
0,10,2.3603880187793367,4.92739259880954,1.1271391637868873,1.1438903087944379,2.4106414538019885,-3.716497709984899,0.2840741027111261,0.3106582333274175,0.05978151883028593,0.0004562743930304203,0.34155918207106173,0.27069433277060573,0.7265339385540586,0.014649687692348645,0.8915725297157476,0.8165179099192166,1
0,11,6.38174615324134,0.8995219835624992,3.13619011082163,1.14063406840192,0.3950780259822097,-7.741112084839421,0.9096491021215297,0.7674738920679587,0.6575027223087972,0.763794367129153,0.8797423385151428,0.8538344968963867,0.2704799736085871,0.9523219177014761,0.9926461234267079,0.6936671510636817,1
0,12,3.085239206217726,3.0770086893078177,1.2081815769902489,0.5811239477627719,1.2040663185352949,-5.004115258454954,0.6131088570010901,0.6134342145272552,0.6858621207393971,0.9063500653222606,0.3093122733651371,0.400636616895625,0.3158378558257896,0.7219280584957009,0.034060862959904514,0.403584333322794,0
0,13,3.6800222449451265,2.7070165085687767,1.5617708108510386,0.6935193767569516,1.0752679426628644,-5.486502868188175,0.4045394169856912,0.3934256708970775,0.5685373269182444,0.2454299987563071,0.891849291619842,0.3781458224924694,0.9576978834331986,0.9304038251671529,0.3476868947773224,0.36878673714086896,0
0,14,2.447877308245116,4.07666773101718,0.9800749139381322,0.7622725196311481,1.794470125324164,-4.1856047886139685,0.6196566729671987,0.3969069726279556,0.10778987096204817,0.28201329959542143,0.1859398357923434,0.4211395341734141,0.8903007976290319,0.46804121978848046,0.0460491281766745,0.7677674569014,0
0,15,5.666164097504527,1.4821100613283442,2.745150588460482,1.0741370794164362,0.6531235703723901,-7.092027018088092,0.8609815119326483,0.8834016175249539,0.41848864031478084,0.29531210268492547,0.9720209973999574,0.38002256689170244,0.5582058090686265,0.9802710744742886,0.8519072870846413,0.8914154107115674,0
0,16,3.855693540769903,3.154492610294065,1.805393308150944,1.005093075531984,1.4547928429130246,-5.350600465237919,0.9196821262843807,0.7107179347899658,0.3268276413632878,0.1886352149995264,0.7458176052675209,0.5730571300603152,0.08375627773366645,0.8652309446259575,0.09213154934666823,0.8447440407666301,1
0,17,4.9132024991119785,2.542210490792943,2.44545449703222,1.227706494952461,1.259958492872702,-6.185496004159518,0.7996335449995426,0.9789768641972911,0.2758529099511967,0.026401022451193357,0.5170805951262281,0.9333754602394525,0.9467753792895782,0.3539374741168547,0.3917287529741692,0.9617340008140115,1
0,18,4.220492539415655,2.4184089601558605,1.8949716446007063,0.8194507497857577,0.9939298549708091,-5.901041789629897,0.8190990236874564,0.9386845267719691,0.8085695977806947,0.510134952701944,0.13816949642450227,0.5228978671241993,0.09010774908363128,0.7832923470308554,0.7085950140849159,0.5814912149397289,0
0,19,3.0481808405447746,2.804652085733301,1.112298651841906,0.42641646313903764,0.990534274436169,-5.121764377405737,0.3570438969017604,0.7261166899415876,0.43670632147802435,0.44564201867822817,0.6127435200773157,0.6106358987945081,0.2177976496058719,0.7360754605291188,0.18343876559189243,0.7955641558074295,0
0,20,2.3996844881177686,3.4509643402712156,0.7875044511561301,0.4253244141944922,1.313144377232854,-4.474360073923276,0.28678379555647227,0.4973449123493081,0.6919661695220851,0.4479325093334453,0.4898239971413597,0.08741339354405109,0.774295700660814,0.44493031198960187,0.5521515867553817,0.20171769707075693,0
0,21,2.742462837666698,4.112152427140797,1.2098852350352227,0.9273076324037477,1.8947300297722722,-4.3151552052629505,0.6616361517592402,0.06132067791522977,0.1786367883494795,0.6875741712407439,0.7008835508707403,0.5101175797044228,0.224905161390345,0.9632625235842687,0.082938948738281,0.24387965171019954,0
0,22,3.1932420414999676,2.8665440506653557,1.2365675437913146,0.5298930460826615,1.0732185483740084,-5.163348995417306,0.7894380215407315,0.7755568992123255,0.5895190879156116,0.523436196814011,0.3468483812478804,0.15943961836754417,0.6451586761498982,0.4002102958946384,0.7742495511650035,0.15949226710966202,0
0,23,1.6637365469675012,5.109395106189738,0.6501511867730607,0.8865658265786198,2.372980466384179,-3.277170720388882,0.40734591001113174,0.6238458277910438,0.43871028555313774,0.02875160165117685,0.539677499060975,0.08918609924368426,0.017091558198468082,0.21880623426588508,0.18257886050963645,0.7311768441037428,0
0,24,5.236870614228637,1.4563074965469451,2.4167298348082147,0.8465890553877913,0.5264482759673682,-6.890281558840846,0.6994670843458559,0.7907505575960128,0.7948185196200099,0.9522057056500551,0.4498522000898083,0.8689472269762804,0.6430659760010089,0.6473123805896477,0.16902127106731313,0.8748406369048539,0
0,25,3.893694369543371,2.663908186729702,1.7112478238399538,0.7788012781365368,1.0963547324331195,-5.6148930914068345,0.7303995440190266,0.6110675513157837,0.28824618619535214,0.2576683056737049,0.6878200099273661,0.8128639069305144,0.7972070100891344,0.017657883505497907,0.8941491768312073,0.5178135169192469,0
0,26,4.2939387224540395,2.356743607597472,1.9346399437398982,0.8253411650257562,0.9660423863116142,-5.968597557428284,0.2171971338002504,0.7272065591746043,0.7712926494668956,0.9276946957173632,0.45833364954252176,0.6119473764254764,0.9705460012488611,0.4268446654229934,0.12377829544786112,0.7337565311814568,0
